group	fraction_aag_like_cds	fraction_aag_like_3utr
low_clip_control	0.7142857142857143	0.1904761904761904
low_clip_control	0.25	0.6666666666666666
low_clip_control	0.8571428571428571	0.1428571428571428
other	0.1111111111111111	0.8888888888888888
low_clip_control	0.9	0.1
low_clip_control	0.625	0.375
low_clip_control	0.8571428571428571	0.1428571428571428
other	0.5714285714285714	0.4285714285714285
other	0.6363636363636364	0.2272727272727272
other	0.6	0.4
low_clip_control	0.7777777777777778	0.1481481481481481
low_clip_control	0.6666666666666666	0.0
